instance,set,n_customers,seed,cost,optimal,gap,n_routes,k_reference,init_cost,init_gap,iterations,runtime,time_to_best,iter_to_best,time_limit,stop_reason,param,value
M-n200-k17,M,199,3,1301,1275.0,2.0392156862745097,17,17,1371,7.529411764705882,4305,10.000219375011511,9.18757587496657,3966,10.0,time_limit,n_neighbors,8
M-n200-k17,M,199,4,1294,1275.0,1.4901960784313726,17,17,1406,10.27450980392157,4227,10.005379290960263,9.536614499986172,4058,10.0,time_limit,n_neighbors,8
M-n200-k17,M,199,5,1302,1275.0,2.1176470588235294,17,17,1409,10.509803921568627,4475,10.001587624952663,9.214554249949288,4144,10.0,time_limit,n_neighbors,8
P-n45-k5,P,44,1,510,510.0,0.0,5,5,556,9.019607843137255,32279,10.000004416971933,0.09142674994654953,265,10.0,time_limit,n_neighbors,8
P-n45-k5,P,44,2,510,510.0,0.0,5,5,560,9.803921568627452,32376,10.00000237498898,0.13640920800389722,382,10.0,time_limit,n_neighbors,8
P-n45-k5,P,44,3,510,510.0,0.0,5,5,561,10.0,33073,10.000227415992413,0.0144084999919869,43,10.0,time_limit,n_neighbors,8
P-n45-k5,P,44,4,510,510.0,0.0,5,5,525,2.9411764705882355,32485,10.000071957998443,0.21282608300680295,637,10.0,time_limit,n_neighbors,8
P-n45-k5,P,44,5,510,510.0,0.0,5,5,526,3.1372549019607843,32226,10.000099209020846,0.014286666992120445,28,10.0,time_limit,n_neighbors,8
P-n65-k10,P,64,1,792,792.0,0.0,10,10,842,6.313131313131313,18782,10.000909666006919,3.3956053750007413,6175,10.0,time_limit,n_neighbors,8
P-n65-k10,P,64,2,792,792.0,0.0,10,10,843,6.4393939393939394,18595,10.000014833000023,2.3303275409853086,4188,10.0,time_limit,n_neighbors,8
P-n65-k10,P,64,3,792,792.0,0.0,10,10,833,5.1767676767676765,18747,10.000012541015167,2.963272708002478,5483,10.0,time_limit,n_neighbors,8
P-n65-k10,P,64,4,792,792.0,0.0,10,10,854,7.828282828282828,18552,10.000124500016682,2.7509311250178143,5030,10.0,time_limit,n_neighbors,8
P-n65-k10,P,64,5,792,792.0,0.0,10,10,852,7.575757575757576,18847,10.000081624952145,3.39560879196506,6260,10.0,time_limit,n_neighbors,8
